protein_id	t6ss_system	source_acc	start	end	organism	component
T6CP000371	T6SS00044	NC_004605	1087589	1088053	Vibrio parahaemolyticus RIMD 2210633	TssE
T6CP000372	T6SS00044	NC_004605	1088870	1090381	Vibrio parahaemolyticus RIMD 2210633	TssC
T6CP000373	T6SS00044	NC_004605	1090437	1091930	Vibrio parahaemolyticus RIMD 2210633	TssC
T6CP000374	T6SS00044	NC_004605	1091930	1092460	Vibrio parahaemolyticus RIMD 2210633	TssB
T6CP000375	T6SS00044	NC_004605	1095070	1098588	Vibrio parahaemolyticus RIMD 2210633	TssM
T6CP000376	T6SS00044	NC_004605	1098604	1099896	Vibrio parahaemolyticus RIMD 2210633	TssL
T6CP000377	T6SS00044	NC_004605	1099908	1101233	Vibrio parahaemolyticus RIMD 2210633	TssK
T6CP000378	T6SS00044	NC_004605	1101255	1101710	Vibrio parahaemolyticus RIMD 2210633	TssJ
T6CP009338	T6SS00044	NC_004605	1092476	1093597	Vibrio parahaemolyticus RIMD 2210633	TssA
T6CP011352	T6SS00044	NC_004605	1079347	1079637	Vibrio parahaemolyticus RIMD 2210633	PAAR
T6CP011353	T6SS00044	NC_004605	1101720	1102916	Vibrio parahaemolyticus RIMD 2210633	FHA
T6CP012705	T6SS00044	NC_004605	1088062	1088859	Vibrio parahaemolyticus RIMD 2210633	TagJ
T6CP000395	T6SS00047	NC_004917	231618	234416	Helicobacter hepaticus ATCC 51449	TssI
T6CP000396	T6SS00047	NC_004917	235149	236147	Helicobacter hepaticus ATCC 51449	TssG
T6CP000397	T6SS00047	NC_004917	236141	237856	Helicobacter hepaticus ATCC 51449	TssF
T6CP000398	T6SS00047	NC_004917	238319	239791	Helicobacter hepaticus ATCC 51449	TssC
T6CP000399	T6SS00047	NC_004917	239839	240336	Helicobacter hepaticus ATCC 51449	TssB
T6CP000400	T6SS00047	NC_004917	240524	241060	Helicobacter hepaticus ATCC 51449	TssJ
T6CP000401	T6SS00047	NC_004917	241053	242432	Helicobacter hepaticus ATCC 51449	TssK
T6CP000402	T6SS00047	NC_004917	242444	243232	Helicobacter hepaticus ATCC 51449	TssL
T6CP008405	T6SS00047	NC_004917	234543	235052	Helicobacter hepaticus ATCC 51449	TssD
T6CP008406	T6SS00047	NC_004917	243237	246791	Helicobacter hepaticus ATCC 51449	TssM
T6CP009648	T6SS00047	NC_004917	227242	228102	Helicobacter hepaticus ATCC 51449	TssI
T6CP011437	T6SS00047	NC_004917	246801	247781	Helicobacter hepaticus ATCC 51449	FHA
T6CP000426	T6SS00050	NC_005126	377581	379476	Photorhabdus laumondii subsp. laumondii TTO1	TssI
T6CP000427	T6SS00050	NC_005126	382431	385976	Photorhabdus laumondii subsp. laumondii TTO1	TssM
T6CP000428	T6SS00050	NC_005126	388853	391498	Photorhabdus laumondii subsp. laumondii TTO1	TssH
T6CP000429	T6SS00050	NC_005126	391509	392279	Photorhabdus laumondii subsp. laumondii TTO1	TssL
T6CP000430	T6SS00050	NC_005126	392279	393631	Photorhabdus laumondii subsp. laumondii TTO1	TssK
T6CP000431	T6SS00050	NC_005126	393634	394200	Photorhabdus laumondii subsp. laumondii TTO1	TssJ
T6CP000432	T6SS00050	NC_005126	395492	396544	Photorhabdus laumondii subsp. laumondii TTO1	TssG
T6CP000433	T6SS00050	NC_005126	396508	398355	Photorhabdus laumondii subsp. laumondii TTO1	TssF
T6CP000434	T6SS00050	NC_005126	398804	400282	Photorhabdus laumondii subsp. laumondii TTO1	TssC
T6CP000435	T6SS00050	NC_005126	400306	400803	Photorhabdus laumondii subsp. laumondii TTO1	TssB
T6CP008432	T6SS00050	NC_005126	398357	398797	Photorhabdus laumondii subsp. laumondii TTO1	TssE
T6CP008433	T6SS00050	NC_005126	401704	402222	Photorhabdus laumondii subsp. laumondii TTO1	TssD
T6CP009438	T6SS00050	NC_005126	385973	387406	Photorhabdus laumondii subsp. laumondii TTO1	TssA
T6CP011440	T6SS00050	NC_005126	394200	395486	Photorhabdus laumondii subsp. laumondii TTO1	FHA
T6CP000520	T6SS00061	NC_005966	2637964	2641785	Acinetobacter baylyi ADP1	TssM
T6CP000521	T6SS00061	NC_005966	2643220	2644218	Acinetobacter baylyi ADP1	TssG
T6CP000522	T6SS00061	NC_005966	2644182	2645990	Acinetobacter baylyi ADP1	TssF
T6CP000523	T6SS00061	NC_005966	2646002	2646475	Acinetobacter baylyi ADP1	TssE
T6CP000524	T6SS00061	NC_005966	2646545	2647048	Acinetobacter baylyi ADP1	TssD
T6CP000525	T6SS00061	NC_005966	2647094	2648575	Acinetobacter baylyi ADP1	TssC
T6CP000526	T6SS00061	NC_005966	2648568	2649071	Acinetobacter baylyi ADP1	TssB
T6CP000527	T6SS00061	NC_005966	2650134	2652809	Acinetobacter baylyi ADP1	TssH
T6CP000528	T6SS00061	NC_005966	2652825	2653928	Acinetobacter baylyi ADP1	TssA
T6CP000529	T6SS00061	NC_005966	2653945	2655312	Acinetobacter baylyi ADP1	TssK
T6CP000530	T6SS00061	NC_005966	2655324	2656127	Acinetobacter baylyi ADP1	TssL
T6CP011379	T6SS00061	NC_005966	2636197	2636961	Acinetobacter baylyi ADP1	TagL
T6CP011380	T6SS00061	NC_005966	2635901	2636167	Acinetobacter baylyi ADP1	PAAR
T6CP000596	T6SS00070	NC_006349	742735	743400	Burkholderia mallei ATCC 23344	TssL
T6CP000597	T6SS00070	NC_006349	743397	744794	Burkholderia mallei ATCC 23344	TssK
T6CP000598	T6SS00070	NC_006349	750563	753586	Burkholderia mallei ATCC 23344	TssI
T6CP000599	T6SS00070	NC_006349	753613	756696	Burkholderia mallei ATCC 23344	TssH
T6CP000600	T6SS00070	NC_006349	756683	757705	Burkholderia mallei ATCC 23344	TssG
T6CP000601	T6SS00070	NC_006349	757693	759435	Burkholderia mallei ATCC 23344	TssF
T6CP000602	T6SS00070	NC_006349	760655	762181	Burkholderia mallei ATCC 23344	TssC
T6CP000603	T6SS00070	NC_006349	762178	762672	Burkholderia mallei ATCC 23344	TssB
T6CP008459	T6SS00070	NC_006349	738692	742738	Burkholderia mallei ATCC 23344	TssM
T6CP008460	T6SS00070	NC_006349	759472	759933	Burkholderia mallei ATCC 23344	TssE
T6CP008461	T6SS00070	NC_006349	759926	760435	Burkholderia mallei ATCC 23344	TssD
T6CP008462	T6SS00070	NC_006349	765501	767435	Burkholderia mallei ATCC 23344	TssA
T6CP009350	T6SS00070	NC_006349	744827	745624	Burkholderia mallei ATCC 23344	TssJ
T6CP012439	T6SS00070	NC_006349	762932	764776	Burkholderia mallei ATCC 23344	VirA
T6CP012440	T6SS00070	NC_006349	764773	765510	Burkholderia mallei ATCC 23344	VirG
T6CP000664	T6SS00075	NC_006351	2040815	2041309	Burkholderia pseudomallei K96243	TssB
T6CP000665	T6SS00075	NC_006351	2041306	2042832	Burkholderia pseudomallei K96243	TssC
T6CP000666	T6SS00075	NC_006351	2044052	2045794	Burkholderia pseudomallei K96243	TssF
T6CP000667	T6SS00075	NC_006351	2045782	2046804	Burkholderia pseudomallei K96243	TssG
T6CP000668	T6SS00075	NC_006351	2046791	2049829	Burkholderia pseudomallei K96243	TssH
T6CP000669	T6SS00075	NC_006351	2049856	2052879	Burkholderia pseudomallei K96243	TssI
T6CP000670	T6SS00075	NC_006351	2058639	2060036	Burkholderia pseudomallei K96243	TssK
T6CP000671	T6SS00075	NC_006351	2060033	2060698	Burkholderia pseudomallei K96243	TssL
T6CP000672	T6SS00075	NC_006351	2060695	2064669	Burkholderia pseudomallei K96243	TssM
T6CP008439	T6SS00075	NC_006351	2036034	2037986	Burkholderia pseudomallei K96243	TssA
T6CP008440	T6SS00075	NC_006351	2043052	2043561	Burkholderia pseudomallei K96243	TssD
T6CP008441	T6SS00075	NC_006351	2043554	2044015	Burkholderia pseudomallei K96243	TssE
T6CP009348	T6SS00075	NC_006351	2057809	2058606	Burkholderia pseudomallei K96243	TssJ
T6CP012441	T6SS00075	NC_006351	2037977	2038714	Burkholderia pseudomallei K96243	VirG
T6CP012442	T6SS00075	NC_006351	2038711	2040555	Burkholderia pseudomallei K96243	VirA
T6CP005181	T6SS00080	NC_006570	1773260	1775722	Francisella tularensis subsp. tularensis SCHU S4	PdpA
T6CP005182	T6SS00080	NC_006570	1775727	1779008	Francisella tularensis subsp. tularensis SCHU S4	PdpB
T6CP005183	T6SS00080	NC_006570	1778998	1779375	Francisella tularensis subsp. tularensis SCHU S4	IglE
T6CP005184	T6SS00080	NC_006570	1779388	1779882	Francisella tularensis subsp. tularensis SCHU S4	TssI
T6CP005185	T6SS00080	NC_006570	1779887	1781617	Francisella tularensis subsp. tularensis SCHU S4	IglF
T6CP005186	T6SS00080	NC_006570	1781618	1782139	Francisella tularensis subsp. tularensis SCHU S4	IglG
T6CP005187	T6SS00080	NC_006570	1782152	1783582	Francisella tularensis subsp. tularensis SCHU S4	IglH
T6CP005188	T6SS00080	NC_006570	1794788	1798375	Francisella tularensis subsp. tularensis SCHU S4	PdpD
T6CP005189	T6SS00080	NC_006570	1794153	1794707	Francisella tularensis subsp. tularensis SCHU S4	TssB
T6CP005190	T6SS00080	NC_006570	1792619	1794139	Francisella tularensis subsp. tularensis SCHU S4	TssC
T6CP005191	T6SS00080	NC_006570	1791973	1792602	Francisella tularensis subsp. tularensis SCHU S4	IglC
T6CP005192	T6SS00080	NC_006570	1790756	1791952	Francisella tularensis subsp. tularensis SCHU S4	IglD
T6CP005193	T6SS00080	NC_006570	1790174	1790749	Francisella tularensis subsp. tularensis SCHU S4	PdpE
T6CP005194	T6SS00080	NC_006570	1786170	1790156	Francisella tularensis subsp. tularensis SCHU S4	PdpC
T6CP005195	T6SS00080	NC_006570	1785357	1786130	Francisella tularensis subsp. tularensis SCHU S4	IglJ
T6CP005196	T6SS00080	NC_006570	1784240	1785391	Francisella tularensis subsp. tularensis SCHU S4	IglI
T6CP005197	T6SS00080	NC_006570	1783595	1784218	Francisella tularensis subsp. tularensis SCHU S4	TssL
T6CP005164	T6SS00081	NC_006570	1379925	1382387	Francisella tularensis subsp. tularensis SCHU S4	PdpA
T6CP005165	T6SS00081	NC_006570	1382392	1385673	Francisella tularensis subsp. tularensis SCHU S4	PdpB
T6CP005166	T6SS00081	NC_006570	1385663	1386040	Francisella tularensis subsp. tularensis SCHU S4	IglE
T6CP005167	T6SS00081	NC_006570	1386053	1386547	Francisella tularensis subsp. tularensis SCHU S4	TssI
T6CP005168	T6SS00081	NC_006570	1386552	1388282	Francisella tularensis subsp. tularensis SCHU S4	IglF
T6CP005169	T6SS00081	NC_006570	1388283	1388804	Francisella tularensis subsp. tularensis SCHU S4	IglG
T6CP005170	T6SS00081	NC_006570	1388817	1390247	Francisella tularensis subsp. tularensis SCHU S4	IglH
T6CP005171	T6SS00081	NC_006570	1390260	1390883	Francisella tularensis subsp. tularensis SCHU S4	TssL
T6CP005172	T6SS00081	NC_006570	1390905	1392056	Francisella tularensis subsp. tularensis SCHU S4	IglI
T6CP005173	T6SS00081	NC_006570	1392022	1392795	Francisella tularensis subsp. tularensis SCHU S4	IglJ
T6CP005174	T6SS00081	NC_006570	1392835	1396821	Francisella tularensis subsp. tularensis SCHU S4	PdpC
T6CP005175	T6SS00081	NC_006570	1396839	1397414	Francisella tularensis subsp. tularensis SCHU S4	PdpE
T6CP005176	T6SS00081	NC_006570	1397421	1398617	Francisella tularensis subsp. tularensis SCHU S4	IglD
T6CP005177	T6SS00081	NC_006570	1398638	1399267	Francisella tularensis subsp. tularensis SCHU S4	IglC
T6CP005178	T6SS00081	NC_006570	1399284	1400804	Francisella tularensis subsp. tularensis SCHU S4	TssC
T6CP005179	T6SS00081	NC_006570	1400818	1401372	Francisella tularensis subsp. tularensis SCHU S4	TssB
T6CP005180	T6SS00081	NC_006570	1401453	1405040	Francisella tularensis subsp. tularensis SCHU S4	PdpD
T6CP000746	T6SS00084	NC_006840	1092603	1096124	Aliivibrio fischeri ES114	TssM
T6CP000747	T6SS00084	NC_006840	1096135	1096968	Aliivibrio fischeri ES114	TssL
T6CP000748	T6SS00084	NC_006840	1096970	1098292	Aliivibrio fischeri ES114	TssK
T6CP000749	T6SS00084	NC_006840	1098304	1098795	Aliivibrio fischeri ES114	TssJ
T6CP000750	T6SS00084	NC_006840	1101851	1104433	Aliivibrio fischeri ES114	TssH
T6CP000751	T6SS00084	NC_006840	1104430	1105470	Aliivibrio fischeri ES114	TssG
T6CP000752	T6SS00084	NC_006840	1105434	1107185	Aliivibrio fischeri ES114	TssF
T6CP000753	T6SS00084	NC_006840	1107697	1109172	Aliivibrio fischeri ES114	TssC
T6CP000754	T6SS00084	NC_006840	1109176	1109676	Aliivibrio fischeri ES114	TssB
T6CP008464	T6SS00084	NC_006840	1107182	1107607	Aliivibrio fischeri ES114	TssE
T6CP011472	T6SS00084	NC_006840	1098832	1100142	Aliivibrio fischeri ES114	FHA
T6CP000767	T6SS00086	NC_007005	5871317	5871850	Pseudomonas syringae pv. syringae B728a	TssB
T6CP000768	T6SS00086	NC_007005	5871865	5873367	Pseudomonas syringae pv. syringae B728a	TssC
T6CP000769	T6SS00086	NC_007005	5873395	5873877	Pseudomonas syringae pv. syringae B728a	TssE
T6CP000770	T6SS00086	NC_007005	5873877	5875709	Pseudomonas syringae pv. syringae B728a	TssF
T6CP000771	T6SS00086	NC_007005	5875673	5876743	Pseudomonas syringae pv. syringae B728a	TssG
T6CP000772	T6SS00086	NC_007005	5876740	5879343	Pseudomonas syringae pv. syringae B728a	TssH
T6CP000773	T6SS00086	NC_007005	5879369	5880124	Pseudomonas syringae pv. syringae B728a	TssJ
T6CP000774	T6SS00086	NC_007005	5880121	5881464	Pseudomonas syringae pv. syringae B728a	TssK
T6CP000775	T6SS00086	NC_007005	5881461	5882174	Pseudomonas syringae pv. syringae B728a	TssL
T6CP000776	T6SS00086	NC_007005	5882205	5886137	Pseudomonas syringae pv. syringae B728a	TssM
T6CP000777	T6SS00086	NC_007005	5887089	5889581	Pseudomonas syringae pv. syringae B728a	TssM
T6CP000778	T6SS00086	NC_007005	5889737	5890255	Pseudomonas syringae pv. syringae B728a	TssD
T6CP000779	T6SS00086	NC_007005	5890348	5891442	Pseudomonas syringae pv. syringae B728a	TssA
T6CP000780	T6SS00086	NC_007005	5898317	5901193	Pseudomonas syringae pv. syringae B728a	TssI
T6CP000781	T6SS00086	NC_007005	5908301	5910145	Pseudomonas syringae pv. syringae B728a	TssI
T6CP011366	T6SS00086	NC_007005	5892619	5892873	Pseudomonas syringae pv. syringae B728a	PAAR
T6CP011367	T6SS00086	NC_007005	5911246	5915475	Pseudomonas syringae pv. syringae B728a	PAAR
T6CP001062	T6SS00113	NC_007650	997685	1001575	Burkholderia thailandensis E264	TssM
T6CP001063	T6SS00113	NC_007650	1001572	1002249	Burkholderia thailandensis E264	TssL
T6CP001064	T6SS00113	NC_007650	1002249	1003643	Burkholderia thailandensis E264	TssK
T6CP001065	T6SS00113	NC_007650	1003676	1004482	Burkholderia thailandensis E264	TssJ
T6CP001066	T6SS00113	NC_007650	1009425	1012463	Burkholderia thailandensis E264	TssI
T6CP001067	T6SS00113	NC_007650	1012489	1015365	Burkholderia thailandensis E264	TssH
T6CP001068	T6SS00113	NC_007650	1015352	1016383	Burkholderia thailandensis E264	TssG
T6CP001069	T6SS00113	NC_007650	1016371	1018113	Burkholderia thailandensis E264	TssF
T6CP001070	T6SS00113	NC_007650	1019268	1020794	Burkholderia thailandensis E264	TssC
T6CP001071	T6SS00113	NC_007650	1020791	1021285	Burkholderia thailandensis E264	TssB
T6CP008465	T6SS00113	NC_007650	1018142	1018618	Burkholderia thailandensis E264	TssE
T6CP008466	T6SS00113	NC_007650	1018597	1019085	Burkholderia thailandensis E264	TssD
T6CP008467	T6SS00113	NC_007650	1024090	1025886	Burkholderia thailandensis E264	TssA
T6CP012448	T6SS00113	NC_007650	1021545	1023368	Burkholderia thailandensis E264	VirA
T6CP012449	T6SS00113	NC_007650	1023365	1024099	Burkholderia thailandensis E264	VirG
T6CP001072	T6SS00114	NC_007650	2282208	2285702	Burkholderia thailandensis E264	TssM
T6CP001073	T6SS00114	NC_007650	2285699	2287426	Burkholderia thailandensis E264	TssL
T6CP001074	T6SS00114	NC_007650	2287509	2288870	Burkholderia thailandensis E264	TssK
T6CP001075	T6SS00114	NC_007650	2293904	2296192	Burkholderia thailandensis E264	TssI
T6CP001076	T6SS00114	NC_007650	2296361	2298652	Burkholderia thailandensis E264	TssI
T6CP001077	T6SS00114	NC_007650	2298643	2301486	Burkholderia thailandensis E264	TssH
T6CP001078	T6SS00114	NC_007650	2301489	2302478	Burkholderia thailandensis E264	TssG
T6CP001079	T6SS00114	NC_007650	2302475	2304337	Burkholderia thailandensis E264	TssF
T6CP001080	T6SS00114	NC_007650	2304351	2304782	Burkholderia thailandensis E264	TssE
T6CP001081	T6SS00114	NC_007650	2304861	2305388	Burkholderia thailandensis E264	TssD
T6CP001082	T6SS00114	NC_007650	2305532	2307037	Burkholderia thailandensis E264	TssC
T6CP001083	T6SS00114	NC_007650	2307040	2307591	Burkholderia thailandensis E264	TssB
T6CP001084	T6SS00114	NC_007650	2307625	2308569	Burkholderia thailandensis E264	TssA
T6CP009346	T6SS00114	NC_007650	2288867	2289460	Burkholderia thailandensis E264	TssJ
T6CP001085	T6SS00115	NC_007651	3396298	3400203	Burkholderia thailandensis E264	TssM
T6CP001086	T6SS00115	NC_007651	3402329	3403459	Burkholderia thailandensis E264	TssA
T6CP001087	T6SS00115	NC_007651	3403545	3406208	Burkholderia thailandensis E264	TssH
T6CP001088	T6SS00115	NC_007651	3406242	3407342	Burkholderia thailandensis E264	TssG
T6CP001089	T6SS00115	NC_007651	3407306	3409144	Burkholderia thailandensis E264	TssF
T6CP001090	T6SS00115	NC_007651	3409225	3409707	Burkholderia thailandensis E264	TssE
T6CP001091	T6SS00115	NC_007651	3409765	3410268	Burkholderia thailandensis E264	TssD
T6CP001092	T6SS00115	NC_007651	3410341	3411831	Burkholderia thailandensis E264	TssC
T6CP001093	T6SS00115	NC_007651	3411848	3412366	Burkholderia thailandensis E264	TssB
T6CP001094	T6SS00115	NC_007651	3413466	3414080	Burkholderia thailandensis E264	TssJ
T6CP001095	T6SS00115	NC_007651	3414189	3415535	Burkholderia thailandensis E264	TssK
T6CP001096	T6SS00115	NC_007651	3415532	3416317	Burkholderia thailandensis E264	TssL
T6CP011368	T6SS00115	NC_007651	3401194	3402129	Burkholderia thailandensis E264	TagL
T6CP001216	T6SS00126	NC_008060	2880426	2884370	Burkholderia cenocepacia AU 1054	TssM
T6CP001218	T6SS00126	NC_008060	2896514	2897635	Burkholderia cenocepacia AU 1054	TssA
T6CP011511	T6SS00126	NC_008060	2897679	2900346	Burkholderia cenocepacia AU 1054	TssH
T6CP001220	T6SS00126	NC_008060	2900388	2901488	Burkholderia cenocepacia AU 1054	TssG
T6CP001221	T6SS00126	NC_008060	2901452	2903287	Burkholderia cenocepacia AU 1054	TssF
T6CP001222	T6SS00126	NC_008060	2903364	2903849	Burkholderia cenocepacia AU 1054	TssE
T6CP001223	T6SS00126	NC_008060	2903912	2904415	Burkholderia cenocepacia AU 1054	TssD
T6CP001224	T6SS00126	NC_008060	2904486	2905976	Burkholderia cenocepacia AU 1054	TssC
T6CP001225	T6SS00126	NC_008060	2905992	2906507	Burkholderia cenocepacia AU 1054	TssB
T6CP001226	T6SS00126	NC_008060	2907562	2908173	Burkholderia cenocepacia AU 1054	TssJ
T6CP001227	T6SS00126	NC_008060	2908276	2909622	Burkholderia cenocepacia AU 1054	TssK
T6CP001228	T6SS00126	NC_008060	2909619	2910401	Burkholderia cenocepacia AU 1054	TssL
T6CP001229	T6SS00126	NC_008060	2916636	2919827	Burkholderia cenocepacia AU 1054	TssI
T6CP001230	T6SS00127	NC_008095	6004071	6006335	Myxococcus xanthus DK 1622	TssI
T6CP001231	T6SS00127	NC_008095	6006481	6007098	Myxococcus xanthus DK 1622	TssJ
T6CP001232	T6SS00127	NC_008095	6007095	6008462	Myxococcus xanthus DK 1622	TssK
T6CP001233	T6SS00127	NC_008095	6008478	6009194	Myxococcus xanthus DK 1622	TssL
T6CP001234	T6SS00127	NC_008095	6009191	6012886	Myxococcus xanthus DK 1622	TssM
T6CP001235	T6SS00127	NC_008095	6015943	6016437	Myxococcus xanthus DK 1622	TssB
T6CP001236	T6SS00127	NC_008095	6016463	6017947	Myxococcus xanthus DK 1622	TssC
T6CP001237	T6SS00127	NC_008095	6019075	6020826	Myxococcus xanthus DK 1622	TssF
T6CP001238	T6SS00127	NC_008095	6020790	6021833	Myxococcus xanthus DK 1622	TssG
T6CP001239	T6SS00127	NC_008095	6021917	6024574	Myxococcus xanthus DK 1622	TssH
T6CP001240	T6SS00127	NC_008095	6032464	6035913	Myxococcus xanthus DK 1622	TssH
T6CP001241	T6SS00127	NC_008095	6035918	6039301	Myxococcus xanthus DK 1622	TssH
T6CP001242	T6SS00127	NC_008095	6039303	6041597	Myxococcus xanthus DK 1622	TssH
T6CP001243	T6SS00127	NC_008095	6046572	6048992	Myxococcus xanthus DK 1622	TssH
T6CP009584	T6SS00127	NC_008095	6018642	6019037	Myxococcus xanthus DK 1622	TssE
T6CP009585	T6SS00127	NC_008095	6018067	6018558	Myxococcus xanthus DK 1622	TssD
T6CP009587	T6SS00127	NC_008095	6013836	6015860	Myxococcus xanthus DK 1622	TssA
T6CP011373	T6SS00127	NC_008095	6001993	6003840	Myxococcus xanthus DK 1622	TagL
T6CP001455	T6SS00150	NC_008463	89166	92699	Pseudomonas aeruginosa UCBPP-PA14	TssM
T6CP001456	T6SS00150	NC_008463	92696	94045	Pseudomonas aeruginosa UCBPP-PA14	TssL
T6CP001457	T6SS00150	NC_008463	94052	95386	Pseudomonas aeruginosa UCBPP-PA14	TssK
T6CP001458	T6SS00150	NC_008463	95402	95866	Pseudomonas aeruginosa UCBPP-PA14	TssJ
T6CP001459	T6SS00150	NC_008463	97777	98811	Pseudomonas aeruginosa UCBPP-PA14	TssA
T6CP001460	T6SS00150	NC_008463	98900	99418	Pseudomonas aeruginosa UCBPP-PA14	TssB
T6CP001461	T6SS00150	NC_008463	99431	100927	Pseudomonas aeruginosa UCBPP-PA14	TssC
T6CP001462	T6SS00150	NC_008463	101003	101491	Pseudomonas aeruginosa UCBPP-PA14	TssD
T6CP001463	T6SS00150	NC_008463	103012	104871	Pseudomonas aeruginosa UCBPP-PA14	TssF
T6CP001464	T6SS00150	NC_008463	104835	105881	Pseudomonas aeruginosa UCBPP-PA14	TssG
T6CP001465	T6SS00150	NC_008463	105874	108582	Pseudomonas aeruginosa UCBPP-PA14	TssH
T6CP001466	T6SS00150	NC_008463	108629	110560	Pseudomonas aeruginosa UCBPP-PA14	TssI
T6CP001467	T6SS00150	NC_008463	113281	115506	Pseudomonas aeruginosa UCBPP-PA14	TssI
T6CP009593	T6SS00150	NC_008463	102506	103015	Pseudomonas aeruginosa UCBPP-PA14	TssE
T6CP012453	T6SS00150	NC_008463	80049	80963	Pseudomonas aeruginosa UCBPP-PA14	TagQ
T6CP012454	T6SS00150	NC_008463	81025	82737	Pseudomonas aeruginosa UCBPP-PA14	TagR
T6CP012455	T6SS00150	NC_008463	82730	83929	Pseudomonas aeruginosa UCBPP-PA14	TagS
T6CP012456	T6SS00150	NC_008463	83929	84648	Pseudomonas aeruginosa UCBPP-PA14	TagT
T6CP012457	T6SS00150	NC_008463	87751	88479	Pseudomonas aeruginosa UCBPP-PA14	PppA
T6CP012458	T6SS00150	NC_008463	88489	89169	Pseudomonas aeruginosa UCBPP-PA14	TagF
T6CP012459	T6SS00150	NC_008463	84645	87743	Pseudomonas aeruginosa UCBPP-PA14	PpkA
T6CP012732	T6SS00150	NC_008463	101659	102504	Pseudomonas aeruginosa UCBPP-PA14	TagJ
T6CP001468	T6SS00151	NC_008463	3017584	3019590	Pseudomonas aeruginosa UCBPP-PA14	TssI
T6CP001469	T6SS00151	NC_008463	3021340	3023889	Pseudomonas aeruginosa UCBPP-PA14	TssH
T6CP001470	T6SS00151	NC_008463	3023891	3024907	Pseudomonas aeruginosa UCBPP-PA14	TssG
T6CP001471	T6SS00151	NC_008463	3024871	3026664	Pseudomonas aeruginosa UCBPP-PA14	TssF
T6CP001472	T6SS00151	NC_008463	3027086	3027583	Pseudomonas aeruginosa UCBPP-PA14	TssD
T6CP001473	T6SS00151	NC_008463	3027657	3029141	Pseudomonas aeruginosa UCBPP-PA14	TssC
T6CP001474	T6SS00151	NC_008463	3029164	3029709	Pseudomonas aeruginosa UCBPP-PA14	TssB
T6CP001475	T6SS00151	NC_008463	3030453	3031784	Pseudomonas aeruginosa UCBPP-PA14	TssK
T6CP001476	T6SS00151	NC_008463	3032557	3036372	Pseudomonas aeruginosa UCBPP-PA14	TssM
